STATE,YEAR,MONTH_NAME,EVENT_TYPE
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"ALABAMA",1994,"June","Hail"
"ALABAMA",1994,"June","Hail"
"ALABAMA",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"January","Hail"
"ARKANSAS",1994,"January","Thunderstorm Wind"
"ARKANSAS",1994,"January","Hail"
"ARKANSAS",1994,"January","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"December","Tornado"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"June","Hail"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MINNESOTA",1994,"May","Thunderstorm Wind"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"June","Hail"
"MISSISSIPPI",1994,"May","Hail"
"MISSISSIPPI",1994,"December","Tornado"
"SOUTH CAROLINA",1994,"September","Tornado"
"PENNSYLVANIA",1994,"September","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"May","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"August","Thunderstorm Wind"
"NEVADA",1994,"September","Hail"
"NEVADA",1994,"May","Tornado"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"ILLINOIS",1994,"April","Thunderstorm Wind"
"IOWA",1994,"June","Thunderstorm Wind"
"NORTH CAROLINA",1994,"August","Tornado"
"NORTH CAROLINA",1994,"August","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"September","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"MASSACHUSETTS",1994,"July","Hail"
"MASSACHUSETTS",1994,"July","Thunderstorm Wind"
"MASSACHUSETTS",1994,"July","Thunderstorm Wind"
"MASSACHUSETTS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Tornado"
"ARKANSAS",1994,"November","Hail"
"ARKANSAS",1994,"November","Hail"
"INDIANA",1994,"April","Thunderstorm Wind"
"KENTUCKY",1994,"July","Thunderstorm Wind"
"KENTUCKY",1994,"July","Thunderstorm Wind"
"KENTUCKY",1994,"July","Hail"
"IOWA",1994,"September","Hail"
"SOUTH CAROLINA",1994,"April","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Tornado"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"October","Hail"
"LOUISIANA",1994,"January","Thunderstorm Wind"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"ARKANSAS",1994,"May","Hail"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ILLINOIS",1994,"April","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"INDIANA",1994,"April","Thunderstorm Wind"
"INDIANA",1994,"June","Thunderstorm Wind"
"INDIANA",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"April","Hail"
"NEW YORK",1994,"July","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"November","Hail"
"TEXAS",1994,"November","Hail"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"NEW MEXICO",1994,"May","Tornado"
"NEW MEXICO",1994,"May","Tornado"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"May","Thunderstorm Wind"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"August","Hail"
"COLORADO",1994,"August","Hail"
"COLORADO",1994,"August","Hail"
"COLORADO",1994,"August","Thunderstorm Wind"
"COLORADO",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"NORTH CAROLINA",1994,"September","Thunderstorm Wind"
"IDAHO",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"October","Hail"
"OKLAHOMA",1994,"October","Thunderstorm Wind"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Hail"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"June","Hail"
"ILLINOIS",1994,"April","Tornado"
"ARKANSAS",1994,"November","Thunderstorm Wind"
"FLORIDA",1994,"August","Thunderstorm Wind"
"ILLINOIS",1994,"April","Tornado"
"GEORGIA",1994,"May","Thunderstorm Wind"
"COLORADO",1994,"June","Hail"
"COLORADO",1994,"June","Hail"
"COLORADO",1994,"June","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Thunderstorm Wind"
"COLORADO",1994,"June","Hail"
"COLORADO",1994,"July","Thunderstorm Wind"
"COLORADO",1994,"July","Thunderstorm Wind"
"COLORADO",1994,"July","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"LOUISIANA",1994,"January","Thunderstorm Wind"
"LOUISIANA",1994,"April","Thunderstorm Wind"
"LOUISIANA",1994,"April","Thunderstorm Wind"
"MINNESOTA",1994,"August","Tornado"
"MINNESOTA",1994,"August","Thunderstorm Wind"
"MINNESOTA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Hail"
"VERMONT",1994,"April","Hail"
"VERMONT",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"July","Hail"
"INDIANA",1994,"June","Thunderstorm Wind"
"INDIANA",1994,"June","Hail"
"IOWA",1994,"July","Thunderstorm Wind"
"INDIANA",1994,"June","Hail"
"INDIANA",1994,"June","Hail"
"INDIANA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Thunderstorm Wind"
"IOWA",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"June","Tornado"
"TENNESSEE",1994,"June","Hail"
"TENNESSEE",1994,"November","Thunderstorm Wind"
"OHIO",1994,"April","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"LOUISIANA",1994,"April","Hail"
"LOUISIANA",1994,"June","Thunderstorm Wind"
"LOUISIANA",1994,"July","Thunderstorm Wind"
"LOUISIANA",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"June","Tornado"
"FLORIDA",1994,"June","Thunderstorm Wind"
"FLORIDA",1994,"June","Thunderstorm Wind"
"FLORIDA",1994,"June","Tornado"
"FLORIDA",1994,"June","Hail"
"FLORIDA",1994,"June","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"August","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"June","Hail"
"SOUTH DAKOTA",1994,"September","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"May","Hail"
"SOUTH DAKOTA",1994,"June","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"NORTH DAKOTA",1994,"July","Thunderstorm Wind"
"NORTH DAKOTA",1994,"July","Hail"
"NORTH DAKOTA",1994,"July","Thunderstorm Wind"
"NORTH DAKOTA",1994,"July","Hail"
"NORTH DAKOTA",1994,"July","Thunderstorm Wind"
"NORTH DAKOTA",1994,"July","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"June","Tornado"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"June","Hail"
"NORTH DAKOTA",1994,"June","Hail"
"NORTH DAKOTA",1994,"June","Hail"
"NEW YORK",1994,"July","Hail"
"GEORGIA",1994,"August","Tornado"
"GEORGIA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Thunderstorm Wind"
"IOWA",1994,"April","Thunderstorm Wind"
"ILLINOIS",1994,"April","Thunderstorm Wind"
"ILLINOIS",1994,"April","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"November","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"MINNESOTA",1994,"August","Hail"
"MINNESOTA",1994,"August","Tornado"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"July","Hail"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"July","Hail"
"MINNESOTA",1994,"October","Thunderstorm Wind"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"COLORADO",1994,"July","Hail"
"FLORIDA",1994,"July","Thunderstorm Wind"
"ILLINOIS",1994,"April","Thunderstorm Wind"
"ILLINOIS",1994,"September","Hail"
"ILLINOIS",1994,"September","Thunderstorm Wind"
"NEBRASKA",1994,"July","Tornado"
"NEBRASKA",1994,"July","Hail"
"NEBRASKA",1994,"August","Hail"
"NEBRASKA",1994,"August","Hail"
"NEW MEXICO",1994,"June","Hail"
"NEW MEXICO",1994,"June","Hail"
"NEW MEXICO",1994,"June","Thunderstorm Wind"
"NEW MEXICO",1994,"June","Hail"
"NEW MEXICO",1994,"June","Hail"
"NEW MEXICO",1994,"June","Thunderstorm Wind"
"NEW MEXICO",1994,"July","Thunderstorm Wind"
"NEW MEXICO",1994,"July","Thunderstorm Wind"
"NEW MEXICO",1994,"July","Hail"
"NEBRASKA",1994,"August","Hail"
"NEBRASKA",1994,"August","Thunderstorm Wind"
"NEBRASKA",1994,"August","Thunderstorm Wind"
"MISSISSIPPI",1994,"January","Thunderstorm Wind"
"ARKANSAS",1994,"April","Hail"
"SOUTH CAROLINA",1994,"August","Hail"
"SOUTH CAROLINA",1994,"August","Hail"
"SOUTH CAROLINA",1994,"September","Hail"
"SOUTH CAROLINA",1994,"September","Hail"
"SOUTH CAROLINA",1994,"September","Thunderstorm Wind"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"May","Hail"
"KANSAS",1994,"May","Hail"
"KENTUCKY",1994,"June","Thunderstorm Wind"
"KENTUCKY",1994,"July","Hail"
"IOWA",1994,"June","Tornado"
"IOWA",1994,"April","Thunderstorm Wind"
"IOWA",1994,"June","Hail"
"IOWA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"August","Tornado"
"NEW YORK",1994,"April","Thunderstorm Wind"
"NEW YORK",1994,"April","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Hail"
"ARKANSAS",1994,"May","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Thunderstorm Wind"
"ARKANSAS",1994,"April","Thunderstorm Wind"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"June","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"May","Hail"
"SOUTH CAROLINA",1994,"May","Hail"
"SOUTH CAROLINA",1994,"May","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"MASSACHUSETTS",1994,"July","Thunderstorm Wind"
"MASSACHUSETTS",1994,"July","Thunderstorm Wind"
"MASSACHUSETTS",1994,"August","Thunderstorm Wind"
"ARKANSAS",1994,"November","Thunderstorm Wind"
"ARKANSAS",1994,"November","Thunderstorm Wind"
"ARKANSAS",1994,"November","Hail"
"GEORGIA",1994,"May","Hail"
"GEORGIA",1994,"May","Hail"
"GEORGIA",1994,"May","Thunderstorm Wind"
"FLORIDA",1994,"August","Thunderstorm Wind"
"FLORIDA",1994,"September","Hail"
"FLORIDA",1994,"October","Thunderstorm Wind"
"FLORIDA",1994,"October","Tornado"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"COLORADO",1994,"May","Hail"
"COLORADO",1994,"May","Hail"
"COLORADO",1994,"May","Hail"
"COLORADO",1994,"May","Thunderstorm Wind"
"MINNESOTA",1994,"October","Tornado"
"MINNESOTA",1994,"October","Thunderstorm Wind"
"MISSISSIPPI",1994,"April","Hail"
"MISSISSIPPI",1994,"May","Hail"
"MISSISSIPPI",1994,"May","Hail"
"MISSISSIPPI",1994,"May","Thunderstorm Wind"
"MISSISSIPPI",1994,"May","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"April","Hail"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"ARKANSAS",1994,"April","Hail"
"ILLINOIS",1994,"April","Hail"
"ILLINOIS",1994,"April","Hail"
"ILLINOIS",1994,"June","Hail"
"ILLINOIS",1994,"June","Hail"
"SOUTH CAROLINA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"May","Tornado"
"IOWA",1994,"June","Thunderstorm Wind"
"IOWA",1994,"June","Thunderstorm Wind"
"IOWA",1994,"May","Thunderstorm Wind"
"IOWA",1994,"May","Thunderstorm Wind"
"IOWA",1994,"May","Thunderstorm Wind"
"IOWA",1994,"May","Thunderstorm Wind"
"IOWA",1994,"August","Hail"
"IOWA",1994,"June","Thunderstorm Wind"
"IOWA",1994,"June","Thunderstorm Wind"
"IOWA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"July","Thunderstorm Wind"
"NORTH CAROLINA",1994,"May","Hail"
"NORTH CAROLINA",1994,"May","Hail"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"September","Thunderstorm Wind"
"FLORIDA",1994,"October","Thunderstorm Wind"
"FLORIDA",1994,"October","Tornado"
"SOUTH CAROLINA",1994,"September","Thunderstorm Wind"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"MISSOURI",1994,"April","Hail"
"MISSOURI",1994,"May","Hail"
"MISSOURI",1994,"June","Thunderstorm Wind"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"July","Hail"
"MINNESOTA",1994,"August","Hail"
"MISSOURI",1994,"July","Thunderstorm Wind"
"MISSOURI",1994,"May","Thunderstorm Wind"
"MISSOURI",1994,"May","Hail"
"MISSOURI",1994,"June","Thunderstorm Wind"
"MARYLAND",1994,"November","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Hail"
"OKLAHOMA",1994,"February","Thunderstorm Wind"
"OKLAHOMA",1994,"February","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"September","Hail"
"NEW YORK",1994,"June","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NORTH DAKOTA",1994,"September","Hail"
"OHIO",1994,"April","Hail"
"OHIO",1994,"April","Hail"
"OREGON",1994,"February","Tornado"
"OKLAHOMA",1994,"May","Hail"
"IOWA",1994,"April","Thunderstorm Wind"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Thunderstorm Wind"
"MARYLAND",1994,"November","Tornado"
"MASSACHUSETTS",1994,"July","Hail"
"MISSOURI",1994,"March","Hail"
"MISSOURI",1994,"March","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"COLORADO",1994,"June","Hail"
"COLORADO",1994,"June","Hail"
"FLORIDA",1994,"September","Tornado"
"FLORIDA",1994,"December","Thunderstorm Wind"
"KENTUCKY",1994,"June","Hail"
"KENTUCKY",1994,"June","Thunderstorm Wind"
"KANSAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Tornado"
"GEORGIA",1994,"June","Thunderstorm Wind"
"GEORGIA",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"April","Thunderstorm Wind"
"ARKANSAS",1994,"May","Hail"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"June","Hail"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"June","Thunderstorm Wind"
"ARKANSAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"November","Thunderstorm Wind"
"NEW MEXICO",1994,"July","Hail"
"KENTUCKY",1994,"July","Thunderstorm Wind"
"KANSAS",1994,"June","Tornado"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Thunderstorm Wind"
"KANSAS",1994,"June","Thunderstorm Wind"
"KANSAS",1994,"July","Thunderstorm Wind"
"KANSAS",1994,"July","Hail"
"KANSAS",1994,"July","Hail"
"KANSAS",1994,"July","Hail"
"KANSAS",1994,"July","Hail"
"KANSAS",1994,"July","Hail"
"SOUTH CAROLINA",1994,"May","Hail"
"VERMONT",1994,"April","Thunderstorm Wind"
"VERMONT",1994,"April","Hail"
"FLORIDA",1994,"June","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"March","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"May","Hail"
"TENNESSEE",1994,"April","Hail"
"TENNESSEE",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"September","Thunderstorm Wind"
"NEVADA",1994,"September","Thunderstorm Wind"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Hail"
"IOWA",1994,"July","Thunderstorm Wind"
"IOWA",1994,"July","Thunderstorm Wind"
"MASSACHUSETTS",1994,"May","Hail"
"MASSACHUSETTS",1994,"June","Thunderstorm Wind"
"MASSACHUSETTS",1994,"June","Thunderstorm Wind"
"MASSACHUSETTS",1994,"June","Hail"
"MICHIGAN",1994,"July","Hail"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"September","Hail"
"ALABAMA",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"April","Hail"
"MICHIGAN",1994,"June","Hail"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"June","Thunderstorm Wind"
"MICHIGAN",1994,"June","Hail"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Hail"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"NEVADA",1994,"May","Hail"
"NEVADA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"IOWA",1994,"April","Hail"
"IOWA",1994,"April","Thunderstorm Wind"
"IOWA",1994,"June","Hail"
"IOWA",1994,"June","Hail"
"IOWA",1994,"June","Hail"
"IOWA",1994,"June","Hail"
"IOWA",1994,"June","Hail"
"LOUISIANA",1994,"March","Hail"
"LOUISIANA",1994,"March","Thunderstorm Wind"
"LOUISIANA",1994,"March","Thunderstorm Wind"
"LOUISIANA",1994,"April","Thunderstorm Wind"
"LOUISIANA",1994,"May","Hail"
"LOUISIANA",1994,"May","Hail"
"LOUISIANA",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"NORTH CAROLINA",1994,"January","Thunderstorm Wind"
"NORTH CAROLINA",1994,"May","Hail"
"NORTH CAROLINA",1994,"May","Hail"
"NORTH CAROLINA",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"December","Hail"
"TEXAS",1994,"December","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Thunderstorm Wind"
"KANSAS",1994,"May","Thunderstorm Wind"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Thunderstorm Wind"
"KANSAS",1994,"June","Thunderstorm Wind"
"KANSAS",1994,"June","Hail"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"June","Hail"
"MINNESOTA",1994,"July","Tornado"
"MINNESOTA",1994,"July","Hail"
"MINNESOTA",1994,"July","Hail"
"MINNESOTA",1994,"July","Hail"
"SOUTH CAROLINA",1994,"April","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"August","Hail"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"MICHIGAN",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"September","Thunderstorm Wind"
"ARKANSAS",1994,"July","Hail"
"ARKANSAS",1994,"July","Thunderstorm Wind"
"ARKANSAS",1994,"July","Hail"
"CONNECTICUT",1994,"May","Hail"
"FLORIDA",1994,"June","Thunderstorm Wind"
"FLORIDA",1994,"July","Thunderstorm Wind"
"ILLINOIS",1994,"November","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Tornado"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"IOWA",1994,"July","Hail"
"IOWA",1994,"July","Tornado"
"IOWA",1994,"August","Hail"
"IOWA",1994,"August","Hail"
"IOWA",1994,"August","Hail"
